,tweet_id,sentiment,content,preprocessed_content
525,1957091357,neutral,@keytar still!! give your computer a break omg,still give your computer a break omg
526,1957091372,sadness,bed bed bed @samuelasanders do you never answer texts anymore?  I thought of you the other day and sent one but never heard back. Sad day,bed bed bed do you never answer text anymore i thought of you the other day and sent one but never heard back sad day
527,1957091954,neutral,where u at?,where u at
528,1957092017,sadness,@brianshead waah. We're no longer your peeps.,waah were no longer your peep
529,1957092623,sadness,@angelica_yo LOL wow dawg doesn't sound like you're playing!  I feel bad now haha,lol wow dawg doesnt sound like youre playing i feel bad now haha
533,1957093148,neutral,@Forever_Yours13 I'm not at home with my cats right now!,im not at home with my cat right now
534,1957093185,worry,hoping i didn't fail english. that would just be sad,hoping i didnt fail english that would just be sad
535,1957093471,worry,Know what would be great? For my shoulder to stop hurting so I can sleep normal again.  I just want/need a few solid hours of good sleep.,know what would be great for my shoulder to stop hurting so i can sleep normal again i just wantneed a few solid hour of good sleep
536,1957093807,neutral,Leno's last show was tonight.  I like him better than Conan.,lenos last show wa tonight i like him better than conan
537,1957093920,sadness,@MariusLT I'm sorry about your bad driving experiences.,im sorry about your bad driving experience
538,1957093924,neutral,@monpio i don't have any of that,i dont have any of that
539,1957094323,sadness,Already misses @CMontecillo,already miss
540,1957094812,hate,"plan may changes , nooooooo",plan may change nooooooo
541,1957094989,hate,my sister is a douchebag,my sister is a douchebag
543,1957095604,neutral,@eCheers Random has an a,random ha an a
544,1957096302,worry,I knew I should've worn the SARS mask on the plane from SoCal.. feeling the beginnings of a sore throat,i knew i shouldve worn the sars mask on the plane from socal feeling the beginning of a sore throat
545,1957096324,sadness,Gutted that the bathroom still isn't free- early work isn't going to happen  . And I need the loo!,gutted that the bathroom still isnt free early work isnt going to happen and i need the loo
546,1957096447,neutral,@ddlovato july... too long,july too long
547,1957097210,worry,@laurelexmachina awww I wish I could have been there  I'm stuck here about to jab out my eyes with knitting needles,awww i wish i could have been there im stuck here about to jab out my eye with knitting needle
549,1957097629,neutral,Wearing glasses gives me a headache.,wearing glass give me a headache
551,1957098732,worry,"finished sewing for the night, uploading pictures from slidebar and beach. i cant believe i am having difficulties with twitter!",finished sewing for the night uploading picture from slidebar and beach i cant believe i am having difficulty with twitter
552,1957098844,sadness,thank you @ddlovato (: cant wait!!!! ummm btw ima crash still sick,thank you cant wait ummm btw ima crash still sick
553,1957098983,sadness,"First my work computer, now my home laptop is fucked.",first my work computer now my home laptop is fucked
554,1957099112,worry,#liesgirlstell  a guy calls her phone to see if the number is real ) ohh my phone isn't working . try tomorrow .,liesgirlstell a guy call her phone to see if the number is real ohh my phone isnt working try tomorrow
555,1957099375,worry,#beer #friday #melbourne #cbd #mtub #mini #cmon Thirsty and lonely ... you buggers are making me feel like a scotty no mates,beer friday melbourne cbd mtub mini cmon thirsty and lonely you bugger are making me feel like a scotty no mate
556,1957099717,worry,@debbylovespr I know. We came back from 22 down in the 1st just to lose the lead in the last 6 minutes.,i know we came back from 22 down in the 1st just to lose the lead in the last 6 minute
557,1957099719,worry,gosh... summer vacation is almost over here at the philippines.. kinda sad..  i wonder what section will i be in?,gosh summer vacation is almost over here at the philippine kinda sad i wonder what section will i be in
558,1957099757,neutral,"@shanajaca But @feltbeats is on page 6 at Ms Twitterworld, only 26 votes",but is on page 6 at m twitterworld only 26 vote
559,1957099758,worry,I'm bummed that I can't wear my sweet Nike kicks to work.,im bummed that i cant wear my sweet nike kick to work
560,1957100044,worry,@Pickleybaby - your twitter is broken,your twitter is broken
561,1957100351,neutral,sleep....good night tweeties!!! down to OC tomorrow. I hope and pray that Rachyl gets better SOON!!!,sleepgood night tweeties down to oc tomorrow i hope and pray that rachyl get better soon
562,1957100428,sadness,@joek949 It's depressing I'm stuck inside all day,it depressing im stuck inside all day
563,1957100610,worry,@rachelasha I even saw the news feeds of the archie website. But can't believe he'd choose veronica. I'm disappointed,i even saw the news feed of the archie website but cant believe hed choose veronica im disappointed
564,1957100791,sadness,i hate being sick. i miss @cynthiasheree @lucyowns and @larilync,i hate being sick i miss and
565,1957101169,neutral,@iceweasel im eating sliders at barjohnnys! (theyre pork tho not beef  still on the search...),im eating slider at barjohnnys theyre pork tho not beef still on the search
567,1957102054,sadness,"Woke Up,I Wanna Stay In My bed",woke upi wan na stay in my bed
568,1957102266,worry,depressed that i wasn't included in the morcom gardens quiz on facebook,depressed that i wasnt included in the morcom garden quiz on facebook
569,1957102331,worry,"@dravenreborn yeah, its still totally in the high 60s here. soooo notlooking forward to aug and sept up here",yeah it still totally in the high 60 here soooo notlooking forward to aug and sept up here
570,1957102464,sadness,Upsidedown tomato plants died!,upsidedown tomato plant died
572,1957102785,worry,@ashleypratt Oh come on!!! You get next week off and I get next week full of exams!,oh come on you get next week off and i get next week full of exam
573,1957103043,neutral,"friday here at last, not much fun when your skint though",friday here at last not much fun when your skint though
574,1957103680,worry,"@vocabularies i know, don't tell anyone  i dont know if my dad told the famz yet. i think i'm taking it online.",i know dont tell anyone i dont know if my dad told the famz yet i think im taking it online
575,1957103831,sadness,@ddlovato Caan't Iht Be Earlier? ICant Wait That Long.  Ahar. (:,caant iht be earlier icant wait that long ahar
577,1957103882,worry,My children have promised me birthday brekkie in bed. There's a problem with that in that there's bugger all food in the house,my child have promised me birthday brekkie in bed there a problem with that in that there bugger all food in the house
578,1957104001,worry,@RDeRozario woops! I only just realized my DMs to you are not going through,woops i only just realized my dm to you are not going through
579,1957104581,neutral,I don't think I will be able to get out of bed tomorrow morning  we will seeeee!,i dont think i will be able to get out of bed tomorrow morning we will seeeee
582,1957104858,neutral,the times they are a changing,the time they are a changing
583,1957104948,sadness,@prncsztalia why do you hate me!?,why do you hate me
584,1957105472,hate,time for tv in bed.Then spending all day catching up on studying  i hate online summer classes,time for tv in bedthen spending all day catching up on studying i hate online summer class
585,1957105525,neutral,@slickiris video is not available to us foreigners,video is not available to u foreigner
586,1957105755,sadness,http://twitpic.com/663vr - Wanted to visit the animals but we were too late,wanted to visit the animal but we were too late
587,1957106132,worry,@prime8507 PC I agree...  We have a problem. We must stop spending and only work!!!,pc i agree we have a problem we must stop spending and only work
588,1957106328,sadness,#jonaswebcast i just missed it!!!!,jonaswebcast i just missed it
589,1957106609,hate,Dang it! I REALLY look like crap!! Sigh only had 35mins to shower and 10mins to get ready,dang it i really look like crap sigh only had 35mins to shower and 10mins to get ready
590,1957106752,neutral,waiting to get picked up!,waiting to get picked up
591,1957106916,sadness,So exhausted..can't sleep. I don't like these nights,so exhaustedcant sleep i dont like these night
592,1957107095,sadness,i'm gonna miss all the live Comet action tomorrow! i have to go take care of my cousins and they don't have access to the interwebz,im gon na miss all the live comet action tomorrow i have to go take care of my cousin and they dont have access to the interwebz
595,1957108151,sadness,@NothinButSin sorry to hear that.,sorry to hear that
596,1957108253,worry,"Morning ;Sports day today, and I have to do the three-legged race with @Weefeetfrankie  ; Mr Pettigrew said I'm not aloud to trip her up",morning sport day today and i have to do the threelegged race with mr pettigrew said im not aloud to trip her up
597,1957109281,sadness,Just found out I can't drink at this bar! Booo missing e1 at palomino's! No cheers sad face,just found out i cant drink at this bar booo missing e1 at palomino no cheer sad face
598,1957109545,worry,Cannot sleep. 2+ hours of tossing and turning.,can not sleep 2 hour of tossing and turning
599,1957109983,worry,Omg going to die of swine flu when I go to Melbourne,omg going to die of swine flu when i go to melbourne
601,1957110716,neutral,"@Giggles_xo   dang it, so its not certain ? ? ? are you okay?",dang it so it not certain are you okay
602,1957111029,neutral,wishes Dave Gilmour and Roger Waters would re-unite for a Pink Floyd concert,wish dave gilmour and roger water would reunite for a pink floyd concert
603,1957111072,sadness,finished a whole box of ice cream,finished a whole box of ice cream
604,1957111113,neutral,In 1 horse town + 2 blown out car speakers =,in 1 horse town 2 blown out car speaker
605,1957111130,neutral,Someone make me a cofffeeeeeee......,someone make me a cofffeeeeeee
606,1957111418,worry,@crispynoodles plus I just deposited tax return cheque but for first time in 7+ years it didn't clear immediately,plus i just deposited tax return cheque but for first time in 7 year it didnt clear immediately
608,1957111702,worry,@AshleighRyder I knooww  &amp; my hot water bottle iss in whangamata without me. ahhhhh,i knooww amp my hot water bottle i in whangamata without me ahhhhh
609,1957111950,neutral,My nose is stuffy,my nose is stuffy
610,1957112500,neutral,last night in newport,last night in newport
613,1957112874,worry,Holy crap! It's raining in LA and I don't have a jacket!  oh no.,holy crap it raining in la and i dont have a jacket oh no
614,1957112925,neutral,Aright Twitter Fam... guess ima be outties.. gonna try n sleep off some of this horrible pain,aright twitter fam guess ima be outties gon na try n sleep off some of this horrible pain
615,1957113207,neutral,Baby was not herself after recieving vaccines,baby wa not herself after recieving vaccine
616,1957113231,worry,"Wish I could attend E3 this year. But these small events like the NBA and Stanley Cup Finals keep getting in the way.   Work, work, work.",wish i could attend e3 this year but these small event like the nba and stanley cup final keep getting in the way work work work
618,1957113650,sadness,@chrisontv88 btw I am not a wimp,btw i am not a wimp
620,1957113844,worry,Rejecting all food substances.,rejecting all food substance
621,1957114162,worry,"@bigyahu no I was trying to interview Dr Paul Twomey, CEO of ICANN. Phone issues cut the interview from 30 mins to 15.",no i wa trying to interview dr paul twomey ceo of icann phone issue cut the interview from 30 min to 15
622,1957114575,sadness,@queenbmakeup i can't add you on myspace girly  it asks for a last name and email,i cant add you on myspace girly it asks for a last name and email
623,1957114604,hate,"back at Vienna (  ), sooo tired, luggage lost, Manchester 'd been great - very good outcome from Seminar at MBS &amp; great people around ...",back at vienna sooo tired luggage lost manchester d been great very good outcome from seminar at mb amp great people around
624,1957114904,worry,@meghanwong don't think i can take a needle. watched a horribly gory short film on drugs a few months ago. i'm scarred for life.,dont think i can take a needle watched a horribly gory short film on drug a few month ago im scarred for life
625,1957114960,sadness,I don't wanna go back to work   sleepy time.,i dont wan na go back to work sleepy time
626,1957115194,worry,@jprestonian It feels not good.,it feel not good
627,1957115198,neutral,watching The Biggest Loser on Hallmark. Never fails to make me cry  nyeh.,watching the biggest loser on hallmark never fails to make me cry nyeh
628,1957115476,neutral,@zaharh that sucks!  how old are you actually?,that suck how old are you actually
629,1957115546,worry,Thinking about getting up for work,thinking about getting up for work
630,1957115742,neutral,Still confuse...,still confuse
631,1957115997,worry,I was a very naughty girl tonight. dissappointed with myself,i wa a very naughty girl tonight dissappointed with myself
632,1957116154,worry,@rbuerckner That's better than Missy 8 telling me I should be on The Biggest Loser,thats better than missy 8 telling me i should be on the biggest loser
633,1957116289,sadness,http://bit.ly/3W9w1  NOOOO! he goes for Orlando! OMG  I'm gonna CRY!!!!!!!!,noooo he go for orlando omg im gon na cry
636,1957116826,neutral,scratch that; sleep on a stage bound.,scratch that sleep on a stage bound
638,1957117307,neutral,@officialTila I cnt get it!! its goin to ur old messages?!?  &gt;&gt;&gt;&gt; HELP?&lt;&lt;&lt;&lt;,i cnt get it it goin to ur old message gtgtgtgt helpltltltlt
640,1957117786,neutral,@laurelexmachina Swimming is a no go for me,swimming is a no go for me
641,1957117968,sadness,"@johnpopham Morning John, yes I do, however I have a diary clash and sadly can't attend!",morning john yes i do however i have a diary clash and sadly cant attend
642,1957118155,sadness,I miss my friend,i miss my friend
643,1957118207,neutral,"@duciaestherine ohh ic ic haha, iyaa my summer is filled with ONE Course that lasts for the whole summer",ohh ic ic haha iyaa my summer is filled with one course that last for the whole summer
644,1957118513,sadness,Yea i just saw this really sad commercial,yea i just saw this really sad commercial
645,1957118612,sadness,Hmmm. Using TinyTwitter on a small non-touch screen is really not much fun,hmmm using tinytwitter on a small nontouch screen is really not much fun
647,1957119180,neutral,@Joshuah_Pearson,
649,1957119815,neutral,@ccburns Unfortunately not,unfortunately not
650,1957120282,worry,@elephantgravy my new lens isn't working. It worked for a bit and now gives an fEE error,my new lens isnt working it worked for a bit and now give an fee error
651,1957120549,sadness,Hates having to sleep alone,hate having to sleep alone
652,1957120767,neutral,@emlevins,
654,1957120823,worry,"back at school again. almost weekend. oh wait, i gotta work from eight to four tonight",back at school again almost weekend oh wait i got ta work from eight to four tonight
655,1957120981,sadness,I loved johnny carson now I'm going to hate seeing jay leno go,i loved johnny carson now im going to hate seeing jay leno go
656,1957121259,sadness,even though everyone wanted to do a newish song and our teacher agreed :S old grumpy doesn't like us happy  haha,even though everyone wanted to do a newish song and our teacher agreed s old grumpy doesnt like u happy haha
657,1957121670,worry,doing my english essay (on r&amp;j...wtf) that i should have done a long time ago when it was assigned last thursday,doing my english essay on rampjwtf that i should have done a long time ago when it wa assigned last thursday
658,1957121753,worry,@Tiff_Tiff_Marie  I think I do it too much....,i think i do it too much
659,1957121970,sadness,@razitul ya. i was suffering the whole day yesterday. met dentist and feel a bit better. i still look like rocky balboa though,ya i wa suffering the whole day yesterday met dentist and feel a bit better i still look like rocky balboa though
660,1957122083,worry,@GQbound I didn't end up really eating  had more snacks. sigh,i didnt end up really eating had more snack sigh
662,1957122428,neutral,ups ketauan cabut nih gimana dong,ups ketauan cabut nih gimana dong
663,1957122777,worry,@Harishk: @krist0ph3r @saurabh sorry guys i have to drop out of the trip... some personal commitments..,sorry guy i have to drop out of the trip some personal commitment
664,1957122923,sadness,I didn't get a callback for the play I cried...  oh well I guess it's back to being a techie..,i didnt get a callback for the play i cried oh well i guess it back to being a techie
666,1957123281,sadness,@lunafactor I kinda wish I went with you now!.. I can't fall asleep,i kinda wish i went with you now i cant fall asleep
668,1957123469,worry,"At Rocky Cola Diner in Whittier tonight with teacher pal Mr. B, we had a great time chatting but no one else came...",at rocky cola diner in whittier tonight with teacher pal mr b we had a great time chatting but no one else came
669,1957123693,neutral,Off to bed!! Still exhausted from Vegas,off to bed still exhausted from vega
671,1957124014,worry,ummm sooo yeh....its really hard to concentrate rite now wen i have this weird #lupus feeling goin thro my body,ummm sooo yehits really hard to concentrate rite now wen i have this weird lupus feeling goin thro my body
672,1957124073,worry,@charleyboorman http://twitpic.com/65623 - OUCH!! That looks so painful,ouch that look so painful
673,1957124088,neutral,Took a 4 hour nap after work today and won't be able to sleep all night    This is a bummer,took a 4 hour nap after work today and wont be able to sleep all night this is a bummer
675,1957125420,neutral,Loving lil ken and absolutely dreading saying goodbye in less than a week,loving lil ken and absolutely dreading saying goodbye in le than a week
676,1957125620,sadness,@Dakshinamurti Not yet... sorry,not yet sorry
677,1957125747,worry,All I want to do is sit back &amp; relax for a little while. How can that be this difficult?!,all i want to do is sit back amp relax for a little while how can that be this difficult
678,1957125791,worry,@zhenerak I thought I was your best friend?,i thought i wa your best friend
679,1957125863,neutral,HII!! Thatsï¿½meE!! I woke up and I am goinG to SchooL... Why me??,hii thatsï¿½mee i woke up and i am going to school why me
680,1957126750,sadness,FALL ASLEEP ON ME AGAIN  But I know how it feels now LOL. Drag Me To Hell tonight! Quite excited,fall asleep on me again but i know how it feel now lol drag me to hell tonight quite excited
681,1957126765,worry,god i cant even catch public transport. swine flu is shit house,god i cant even catch public transport swine flu is shit house
682,1957126859,worry,"Dad just said that our trip to UK is cancelled, due to da swine flu. Ooops! Sorry abang.",dad just said that our trip to uk is cancelled due to da swine flu ooops sorry abang
683,1957126889,neutral,asks for karma points please.  http://plurk.com/p/wxnt9,asks for karma point please
685,1957127251,hate,@guitar21g @jackie_hussein i have to wake up earlier than i thought.. my dad wants me to take him food at 9AM! no0o0o0o!,i have to wake up earlier than i thought my dad want me to take him food at 9am no0o0o0o
687,1957128473,sadness,um... so I don't think my text msgs have a &quot;subject line&quot; ... I fail,um so i dont think my text msg have a quotsubject linequot i fail
688,1957128727,sadness,tummy ache.,tummy ache
691,1957129392,worry,"@goddessfleur youre so far away, I don't know what to do....",youre so far away i dont know what to do
692,1957129667,neutral,L.A. said &quot;wipe the slate clean&quot; before the jelly!,la said quotwipe the slate cleanquot before the jelly
694,1957130295,neutral,@seanpercival Unless that invite comes with a beta key I'm not going to be much help...,unless that invite come with a beta key im not going to be much help
695,1957130303,neutral,@Johnny_Exp not where i live.,not where i live
696,1957130797,sadness,"@askegg I'm sorry, Andrew. I wish there was something I could do...",im sorry andrew i wish there wa something i could do
697,1957131196,sadness,as if i finsh work at eleven.. IS THAT EVEN ALLOWD?  cauz i really dont want to.. lol,a if i finsh work at eleven is that even allowd cauz i really dont want to lol
698,1957131626,sadness,"@AmandaMallard i'm not at chaseton's either  please don't die, my heart will be really sad",im not at chasetons either please dont die my heart will be really sad
700,1957131762,worry,@omgjoker o its feels like a hot box and no matter where i go in here it still feels like a hot box! ice cream isn't working n e more,o it feel like a hot box and no matter where i go in here it still feel like a hot box ice cream isnt working n e more
701,1957132096,worry,Very Sad.... please get better Grandma,very sad please get better grandma
702,1957132373,worry,@aannniieee uuuugh  i hate everything,uuuugh i hate everything
703,1957132397,worry,Gosh. Today's weather is HOrriTerrible! Extreme hotness. I'm losing a lot of water weight by doing nothing.  - http://tweet.sg,gosh today weather is horriterrible extreme hotness im losing a lot of water weight by doing nothing
704,1957132511,worry,"Is taking a moment to reflect...I want my annonymity back,FB!!!!  Is it safe to say anything about someone else to another friend again?",is taking a moment to reflecti want my annonymity backfb is it safe to say anything about someone else to another friend again
706,1957132732,neutral,@sha_da_asshole ï¿½ cant im not @ my sister house no ï¿½-net tonite,ï¿½ cant im not my sister house no ï¿½net tonite
707,1957133079,neutral,"Damn, hi Facebook ? what's wrong with you ? can't add photos",damn hi facebook whats wrong with you cant add photo
709,1957133461,neutral,4 more followers.. follow me and I'll love you!! *pouts* Please?,4 more follower follow me and ill love you pout please
710,1957133601,worry,@alyssainescruz aww. me too  annoying!!! :|,aww me too annoying
711,1957133900,neutral,"@textdrivebys i dont even have a WII! b likes xbox, so that's what we have  do you use it?",i dont even have a wii b like xbox so thats what we have do you use it
712,1957133923,sadness,"I can't sleep, this is so darn frustrating.",i cant sleep this is so darn frustrating
713,1957134074,neutral,@thunder_express i didnt get to see it tonight,i didnt get to see it tonight
715,1957134402,sadness,@stormyamorette just one of those days where loneliness creeps up on you slaps you in the face.,just one of those day where loneliness creep up on you slap you in the face
716,1957134460,sadness,RIP kelly  fucccccck,rip kelly fucccccck
717,1957134780,worry,@RockedByPickler well I don't have vacations so let's NOT go there,well i dont have vacation so let not go there
718,1957134969,worry,"I think im being ignored...by my best friend, jake....a) i hate being ignored. b) we all know how things go with him",i think im being ignoredby my best friend jakea i hate being ignored b we all know how thing go with him
720,1957135415,neutral,2nd to last episode of jay leno  itll never be the same!  nite twitter,2nd to last episode of jay leno itll never be the same nite twitter
721,1957135976,sadness,Not feeling too good,not feeling too good
722,1957136360,sadness,Ok. Time to nodd off its gonna be a long day tomorrow. Saying goodbye to my car for good,ok time to nodd off it gon na be a long day tomorrow saying goodbye to my car for good
723,1957136490,neutral,Fakin' kisha...just my luck!,fakin kishajust my luck
724,1957136519,worry,Taking a nap after work=no sleep right now. The nap felt soooo good but now it seems like a bad idea,taking a nap after workno sleep right now the nap felt soooo good but now it seems like a bad idea
725,1957136704,worry,is going home... I've seriously had enough,is going home ive seriously had enough
727,1957137074,sadness,i miss oklahomaaaaa  listening to citizen cope til i pass out.,i miss oklahomaaaaa listening to citizen cope til i pas out
728,1957137139,neutral,so tense..so emotional...so not me..,so tenseso emotionalso not me
730,1957137208,worry,@skyduke478 that makes me sad for you,that make me sad for you
731,1957137805,neutral,playing the game of watching straight people hook up but can't leave because of another reason,playing the game of watching straight people hook up but cant leave because of another reason
732,1957138437,neutral,@daveg38 yeah work today  never mind only one day then sun sun sun....,yeah work today never mind only one day then sun sun sun
733,1957138659,worry,Feels like im going to cough up a lung,feel like im going to cough up a lung
734,1957139587,sadness,its funny. i'm kinda sad on my last day,it funny im kinda sad on my last day
735,1957139613,neutral,@heresmyhello92 I don't think it was either. But I can't remember it.,i dont think it wa either but i cant remember it
736,1957139668,neutral,anyone got JBs live chat vid? i was @ school  I saw joe hug and tackle nick lol,anyone got jbs live chat vid i wa school i saw joe hug and tackle nick lol
737,1957139854,sadness,Jenny fell asleep and didn't come over,jenny fell asleep and didnt come over
738,1957140078,worry,@thedailysurvey Why do we love those that we cannot have?,why do we love those that we can not have
739,1957140211,sadness,Wishes you had teased me with movie night,wish you had teased me with movie night
740,1957140229,worry,"I lost 4 followers over night, nobody likes me",i lost 4 follower over night nobody like me
741,1957140443,sadness,@johneast I've missed one this year(!). It's the forbidden fruit. Of all the trees in the garden I munch in disappointment on that one.,ive missed one this year it the forbidden fruit of all the tree in the garden i munch in disappointment on that one
742,1957140584,worry,I want a new phone  I've seen too much cellphone commercials (,i want a new phone ive seen too much cellphone commercial
743,1957140914,worry,"@Anime81  I'm soo sad. It's just on the edges of the pages, but it's not gonna come out. *cries*",im soo sad it just on the edge of the page but it not gon na come out cry
744,1957140966,worry,"this time, i really need to shut it.. i'm going to sleep! my head aches badly and i really can't take it..",this time i really need to shut it im going to sleep my head ache badly and i really cant take it
745,1957141622,sadness,@IvanaE i love it to.. but i knw there gna cut stuff out on tv,i love it to but i knw there gna cut stuff out on tv
746,1957141723,neutral,@soonseeofpred becuz you braggin,becuz you braggin
747,1957142001,sadness,@JoannaAngel I do  But Im on a strict diet. . . ugh I feel like if i cheat for one day Ill throw everything up.,i do but im on a strict diet ugh i feel like if i cheat for one day ill throw everything up
748,1957142083,worry,"Oh no, hubs is so sick! I hope I don't catch it",oh no hub is so sick i hope i dont catch it
749,1957142103,neutral,@lawikyn ze Franz has not friended me  i think they think i'm a creepy stalker or sommat. Hmph.,ze franz ha not friended me i think they think im a creepy stalker or sommat hmph
750,1957142715,hate,"Taking back the HORRIBLE shoes my mum made me get.. urgggh. They are some nasty footwear! Problem is, I can't find any other shoes!",taking back the horrible shoe my mum made me get urgggh they are some nasty footwear problem is i cant find any other shoe
751,1957142917,worry,Ran out of money. I r a sad panda,ran out of money i r a sad panda
752,1957143180,neutral,And then you find out today they had there first kiss! },and then you find out today they had there first kiss
753,1957143236,sadness,"So Cal Dachshund Rescue found a home for my foster pup, Max. I'm soooooo sad to see him leave",so cal dachshund rescue found a home for my foster pup max im soooooo sad to see him leave
754,1957143446,sadness,wow I feel like ish  and I really feel bad because those ignorent aholes wont overturn prop 8,wow i feel like ish and i really feel bad because those ignorent aholes wont overturn prop 8
755,1957143564,sadness,"off to work now, finish about 9pm  booooo.",off to work now finish about 9pm booooo
756,1957143679,sadness,Wishes you hadn't teased me with movie night,wish you hadnt teased me with movie night
757,1957144205,worry,@RitikaKar  http://bit.ly/179jxS But gotta wiat till next week  btw...you from Mumbai itself?,but got ta wiat till next week btwyou from mumbai itself
758,1957144247,neutral,"dont know why so tired today  bye, time for beddy",dont know why so tired today bye time for beddy
760,1957145383,sadness,"maybe i should take up drinking again, feel as if i have a ,massive hangover  still not ,yself today",maybe i should take up drinking again feel a if i have a massive hangover still not yself today
761,1957145425,worry,i have a really bad head ache  gonna go to bed i might be back maybe not bye bye,i have a really bad head ache gon na go to bed i might be back maybe not bye bye
762,1957145483,worry,friends from Traveller's Tales held a farewell party for me but I kinda disappointed them that I would still be here until Sep. My fault.,friend from traveller tale held a farewell party for me but i kinda disappointed them that i would still be here until sep my fault
763,1957145531,hate,night 5 not talking to my victor  i'm so bored at night now. grrrr i hate this shit,night 5 not talking to my victor im so bored at night now grrrr i hate this shit
765,1957145627,neutral,"@syafique ooh maggi goreng. yums. i cant eat, sore throat cmin",ooh maggi goreng yums i cant eat sore throat cmin
766,1957145817,hate,"gonna get off to try and catch some Z's, no more high school after tomorrow! which really sucks  i wish i didn't have to grow up!",gon na get off to try and catch some z no more high school after tomorrow which really suck i wish i didnt have to grow up
767,1957145833,neutral,@curligirl morning hon. what you having for breakfast? I cant decide,morning hon what you having for breakfast i cant decide
768,1957145956,sadness,should be sleeping.  lost my voice a couple day ago.,should be sleeping lost my voice a couple day ago
769,1957146159,neutral,did I mention my BF bubbled the WSOP employees event after 12 hrs with AA  Working doubles  now for the next 6 weeks,did i mention my bf bubbled the wsop employee event after 12 hr with aa working double now for the next 6 week
770,1957146363,sadness,I was too sleepy earlier and i didnt get to see matt,i wa too sleepy earlier and i didnt get to see matt
772,1957146742,worry,"@bethBABE4 Oh yeah, i'm the poorest person of all. But i shouldnt joke about that, poor other people",oh yeah im the poorest person of all but i shouldnt joke about that poor other people
773,1957146963,sadness,I just realized I spelled &quot;adorable&quot; wrong when I tweeted @mindykaling she must hate me now,i just realized i spelled quotadorablequot wrong when i tweeted she must hate me now
774,1957147025,neutral,@DellOutletUK But now it's gone,but now it gone
775,1957147097,worry,@janesas_mommy oh  well i hope she gets better,oh well i hope she get better
776,1957147219,worry,@jordskkk who are the crew? please dont be me...  i dont think it is but i could be wrong i have been a number of times...,who are the crew please dont be me i dont think it is but i could be wrong i have been a number of time
777,1957147399,sadness,how to have a glowing face? my complexion is always so pale,how to have a glowing face my complexion is always so pale
778,1957147422,sadness,"Downloadfestival's lineup isn't as good as i thought it was. There are some other awesome bands doing the festivals, but missing DL",downloadfestivals lineup isnt a good a i thought it wa there are some other awesome band doing the festival but missing dl
779,1957147537,worry,haven't watched gossip girl in ageeees ! and need one tree hill season 3 . god i'm so slow,havent watched gossip girl in ageeees and need one tree hill season 3 god im so slow
781,1957147658,hate,Sooo.....I'm kinda o sick n tired of the bs that guys dish out  !!!!!!!!,soooim kinda o sick n tired of the b that guy dish out
784,1957148385,worry,"Up early again tomorrow... heading to bed now. I keep saying I'm going to take a midday nap, but it hasn't happened this week yet...",up early again tomorrow heading to bed now i keep saying im going to take a midday nap but it hasnt happened this week yet
785,1957148490,neutral,ups ketauan cabut sama @gemamalove @chikachilo nih,ups ketauan cabut sama nih
788,1957149016,neutral,"It's 4pm Friday, he left at 6am Thursday.... surely he should be there now",it 4pm friday he left at 6am thursday surely he should be there now
789,1957149064,worry,@imjustlalayone  I'm so sorry .. ya gotta let me know! I've been booked all week!,im so sorry ya got ta let me know ive been booked all week
791,1957149458,worry,@letsgeticecream I miss you!  Come to Michigan like now....I can't wait till July,i miss you come to michigan like nowi cant wait till july
792,1957149571,neutral,@talentdmrripley  maybe a good night's sleep for everyone?,maybe a good night sleep for everyone
793,1957149586,worry,farrrrr . pdhpe assignment due next week and have english homework !,farrrrr pdhpe assignment due next week and have english homework
794,1957149886,worry,forgot his access card in the carï¿½too lazy to fetch it,forgot his access card in the carï¿½too lazy to fetch it
795,1957150173,neutral,"@_erica Yea, its tough to keep it going. Sometimes I'm not sure its worth it.",yea it tough to keep it going sometimes im not sure it worth it
797,1957150332,worry,"@4EvaAFanOfPaula hun are you okay? I see alot of your posts your exercising like mad,not eating or sleeping",hun are you okay i see alot of your post your exercising like madnot eating or sleeping
798,1957150462,sadness,oh no my tweetdeck is malfunctioning :O il have web will its fixd,oh no my tweetdeck is malfunctioning o il have web will it fixd
799,1957150576,sadness,"@ElectraX ...i'm sorry about you are still sick  u know most of them, AND i know that u will guess the &quot;pelzer present&quot; ;-)",im sorry about you are still sick u know most of them and i know that u will guess the quotpelzer presentquot
800,1957151064,sadness,@maliciousmandy1 Adam Samberg + new moon trailor = good evening. Too bad my cable is off as of friday,adam samberg new moon trailor good evening too bad my cable is off a of friday
801,1957151134,worry,@carrotmadman6 What happened? I'm afraid I missed a large part of the story,what happened im afraid i missed a large part of the story
802,1957151356,neutral,Work at 5:45am =,work at 545am
803,1957151415,neutral,@anthothemantho Hell yes. I'm too late.,hell yes im too late
804,1957151709,worry,Dell FX100 Pc-over-IP audio device (Teradici) is giving me a hard time in #Linux #Ubuntu Jaunty  Kernel isnt loading the snd-hda-intel drv,dell fx100 pcoverip audio device teradici is giving me a hard time in linux ubuntu jaunty kernel isnt loading the sndhdaintel drv
805,1957151748,sadness,Just got my ass kicked in Tripoly lol  I got such bad cards... i suck,just got my as kicked in tripoly lol i got such bad card i suck
807,1957152277,worry,sooo.... Hot in here hufff.....,sooo hot in here hufff
